"typ";"leitidee";"thema";"definition";"beispiel_id";"status"
"Matrizenalgebra: Matrix-Vektor-Produkt berechnen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Das Produkt einer Matrix mit einem Vektor berechnen.";"2020MgrundlegendAAGLAA111-a";"neu"
"Matrizenalgebra: Inverse einer Vertauschungsmatrix angeben";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Die Inverse einer Vertauschungsmatrix angeben, die die Vertauschung rückgängig macht (Transponierte).";"2020MgrundlegendAAGLAA111-b";"neu"
"Matrizenalgebra: Aufbau von Vertauschungsmatrizen mit vorgegebener Wirkung beschreiben";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Beschreiben, wie Vertauschungsmatrizen mit einer vorgegebenen Wirkung auf einen Vektor aufgebaut sind (Lage der Einsen relativ zur Diagonale).";"2020MgrundlegendAAGLAA111-c";"neu"
"Matrizenalgebra: Inverse Matrix über A · B = E bestimmen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Die Einträge der inversen Matrix über A · B = E bestimmen – Platzhalter einer vorgegebenen Form (auch über Kehrwerte) oder alle Einträge über das Gleichungssystem aus dem Produkt.";"2020MgrundlegendAAGLAA112-a";"neu"
"Matrizenalgebra: Ganzzahlige Einträge einer Matrix aus ihrem Quadrat bestimmen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Alle ganzzahligen Einträge einer Matrix mit Platzhaltern aus dem vorgegebenen Quadrat der Matrix bestimmen: Produktgleichungen, Ganzzahligkeit als Fallunterscheidung.";"2020MgrundlegendAAGLAA12";"neu"
"Parallele Ebene mit vorgegebenem Volumenverhältnis eines Prismas ermitteln";"Analytische Geometrie";"Ebenen";"Die zur Grundfläche parallele Ebene ermitteln, die ein gerades Prisma in einem vorgegebenen Volumenverhältnis teilt (Höhenverhältnis, Punkt auf der Kante, Koordinatenform).";"2020MgrundlegendAAGLAA211-b";"neu"
"Körper: Volumen einer Pyramide über einem rechtwinkligen Dreieck mit Pythagoras berechnen";"Analytische Geometrie";"Flächeninhalt und Volumen im Raum";"Das Volumen einer Pyramide aus Seitenlängen ohne Koordinaten berechnen: fehlende Kathete mit Pythagoras, Grundfläche, Volumenformel.";"2020MgrundlegendAAGLAA212-a";"neu"
"Körper: Koordinaten der Eckpunkte eines beschriebenen Körpers wählen";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Für einen nur durch Längen und rechte Winkel beschriebenen Körper passende Koordinaten der Eckpunkte angeben (rechte Winkel auf die Achsen legen).";"2020MgrundlegendAAGLAA212-b";"neu"
"Anteil aus Anteilen und bedingten Anteilen über die Vierfeldertafel berechnen";"Stochastik";"Vierfeldertafel";"Einen Anteil an der Gesamtheit aus gegebenen absoluten und bedingten Anteilen berechnen (Vierfeldertafel oder Baum).";"2020MgrundlegendAStochastik12-a";"neu"
"Einzelwahrscheinlichkeit einer Binomialverteilung aus n und Erwartungswert berechnen";"Stochastik";"Binomialverteilung";"Aus n und dem Erwartungswert p bestimmen und damit eine Einzelwahrscheinlichkeit berechnen.";"2020MgrundlegendAStochastik2-a";"neu"
"Flächeninhaltsterm eines Dreiecks unter dem Graphen begründen";"Analysis";"Extremalprobleme";"Den Term für den Flächeninhalt eines Dreiecks mit einer Ecke auf dem Graphen aus Grundseite und Höhe in Abhängigkeit vom Parameter begründen.";"2020MerhoehtAAnalysis11-a";"neu"
"Parameter für den größten Flächeninhalt über die Ableitung bestimmen";"Analysis";"Extremalprobleme";"Den Parameterwert bestimmen, für den eine vorgegebene Flächeninhaltsfunktion maximal wird (Ableitung, Nullstelle mit Einschränkung des Parameters).";"2020MerhoehtAAnalysis11-b";"neu"
"Tangente mit vorgegebener Steigung außerhalb eines Punktes angeben";"Analysis";"Tangente, Normale, Schnittwinkel";"Eine Tangente mit vorgegebener Steigung angeben, deren Berührpunkt nicht ein genannter Punkt ist (Stellen mit f' gleich Steigung, Tangentengleichung).";"2020MerhoehtAAnalysis12-b";"neu"
"Hochpunkt einer Schar mit Parameterfaktor bestimmen";"Analysis";"Funktionsscharen und Ortskurven";"Die x-Koordinate des Hochpunkts einer Schar bestimmen, deren Parameter ein Vorfaktor ist (Ableitung faktorisieren, Vorzeichenwechsel).";"2020MerhoehtAAnalysis13-a";"neu"
"Parameterunabhängigkeit der Fläche zwischen zwei Scharkurven nachweisen";"Analysis";"Funktionsscharen und Ortskurven";"Zeigen, dass die von zwei benachbarten Scharkurven eingeschlossene Fläche nicht vom Parameter abhängt (Differenz und Schnittstellen ohne Parameter).";"2020MerhoehtAAnalysis13-b";"neu"
"Stammfunktion durch Ableiten nachweisen";"Analysis";"Stammfunktion und Hauptsatz";"Zeigen, dass eine vorgegebene Funktion Stammfunktion ist, indem ihre Ableitung gebildet wird.";"2020MerhoehtAAnalysis21-a";"neu"
"Vorzeichen der Stammfunktionen einer Schar durch Fallunterscheidung untersuchen";"Analysis";"Funktionsscharen und Ortskurven";"Mit Skizzen untersuchen, für welche Parameterwerte es Stammfunktionen mit nur negativen (oder nur positiven) Werten gibt: allgemeine Stammfunktion mit Konstante, Fallunterscheidung nach dem Vorzeichen.";"2020MerhoehtAAnalysis21-b";"neu"
"Tangente an eine Verkettung aus zwei abgebildeten Graphen über die Kettenregel bestimmen";"Analysis";"Ableitungsregeln";"Die Tangente an den Graphen einer Verkettung g(f(x)) an einer Stelle bestimmen, wenn nur die Graphen von f und g abgebildet sind (Kettenregel mit abgelesenen Werten, Extremstelle als Nullstelle der Ableitung).";"2020MerhoehtAAnalysis22";"neu"
"Übergangsprozess: Unbekannte der Übergangsmatrix und des Bestands aus einem stationären Vektor bestimmen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Aus der Bedingung M · v = v mit teilweise bekanntem Vektor v unbekannte Einträge der Übergangsmatrix und fehlende Komponenten des Bestands bestimmen (Gleichungssystem).";"2020MerhoehtAAGLAA11-b";"neu"
"Körper: Punkt auf dem Rand der Grundfläche eines Zylinders nachweisen";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Nachweisen, dass ein Punkt auf dem Rand der Grundfläche eines Zylinders liegt: in der Grundebene und im Abstand des Radius vom Mittelpunkt.";"2020MerhoehtAAGLAA211-a";"neu"
"Nächsten und fernsten Punkt des Deckflächenrands eines Zylinders zu einem Randpunkt der Grundfläche bestimmen";"Analytische Geometrie";"Abstände";"Zu einem Punkt auf dem Grundflächenrand eines geraden Zylinders den nächsten (senkrecht darüber) und den fernsten (diametral gegenüber) Punkt des Deckflächenrands bestimmen.";"2020MerhoehtAAGLAA211-b";"neu"
"Gerade und Ebene: Schattenpunkt auf einer Wand als Schnitt von Lichtstrahl und Ebene untersuchen";"Analytische Geometrie";"Lagebeziehungen";"Den Schatten eines Punktes bei einer Punktlichtquelle als Schnittpunkt der Geraden Lichtquelle–Punkt mit einer Wandebene berechnen und prüfen, ob er innerhalb der Wandmaße liegt.";"2020MerhoehtAAGLAA212";"neu"
"Punkt und Ebene: Parameterwerte für gemeinsame Punkte einer Pyramidenschar mit einer Ebene untersuchen";"Analytische Geometrie";"Lagebeziehungen";"Untersuchen, für welche Parameterwerte eine Pyramide mit parameterabhängigen Ecken eine feste Ebene trifft: Spurgerade in der Grundebene, Lage der Ecken zur Ebene, Fallunterscheidung.";"2020MerhoehtAAGLAA22-b";"neu"
"Obere Grenze einer im Diagramm markierten kumulierten Wahrscheinlichkeit über den Erwartungswert ermitteln";"Stochastik";"Binomialverteilung";"Den Wert k ermitteln, bis zu dem Säulen einer Binomialverteilung ohne Achsenwerte markiert sind, wenn die Markierung an der höchsten Säule endet (Erwartungswert n · p).";"2020MerhoehtAStochastik11-b";"neu"
"Bedingung an p für das Verhältnis zweier symmetrisch liegender Einzelwahrscheinlichkeiten angeben";"Stochastik";"Binomialverteilung";"Angeben, für welche p eine Einzelwahrscheinlichkeit größer ist als die zu n/2 symmetrisch liegende (Symmetrie bei p = 0,5, Verschiebung des Maximums).";"2020MerhoehtAStochastik11-c";"neu"
"Wahrscheinlichkeit für mindestens oder höchstens einmal bei zwei Stufen über das Gegenereignis berechnen";"Stochastik";"Baumdiagramm und Pfadregeln";"In einem zweistufigen Experiment die Wahrscheinlichkeit für mindestens einmal oder höchstens einmal über das Gegenereignis (kein Treffer bzw. zweimal Treffer) berechnen oder nachweisen; die Stufen können eine Weiche haben.";"2020MerhoehtAStochastik12-a";"neu"
"Wahrscheinlichkeit einer vorgegebenen Augensumme bei zwei Würfen über Pfade berechnen";"Stochastik";"Baumdiagramm und Pfadregeln";"Die Wahrscheinlichkeit einer bestimmten Augensumme bei zwei Würfen eines unregelmäßig beschrifteten Würfels über die passenden Pfade berechnen.";"2020MerhoehtAStochastik13-a";"neu"
"Ziehen ohne Zurücklegen: Kugelzahl aus dem Vergleich der zweiten Zugwahrscheinlichkeit mit und ohne Zurücklegen berechnen";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Die Kugelzahl bestimmen, wenn das Verhältnis der Wahrscheinlichkeiten für den zweiten Zug mit und ohne Zurücklegen vorgegeben ist (Terme in w, Bruchgleichung).";"2020MerhoehtAStochastik21-b";"neu"
"Faktoren eines kombinatorischen Terms im Sachzusammenhang deuten";"Stochastik";"Kombinatorik";"Die Faktoren eines Anzahlterms (Binomialkoeffizient, Anzahl der Aufteilungen) im Sachzusammenhang deuten.";"2020MerhoehtAStochastik22-a";"neu"
"Anzahl der Zusammensetzungen mit Mengenbedingungen je Sorte bestimmen";"Stochastik";"Kombinatorik";"Die Anzahl der Möglichkeiten bestimmen, eine feste Gesamtzahl auf Sorten mit Unter- und Obergrenzen aufzuteilen: zulässige Zerlegungen finden, Zuordnungen zählen.";"2020MerhoehtAStochastik22-b";"neu"
"Schnittstellen zweier Graphen durch Lösen einer quadratischen Gleichung nachweisen";"Analysis";"Gleichungen lösen";"Zeigen, dass zwei Graphen genau die genannten Schnittstellen haben, indem die Gleichsetzung auf eine quadratische Gleichung führt (höchstens zwei Lösungen, Werte einsetzen oder lösen).";"2019MgrundlegendAAnalysis11-a";"neu"
"Stellen mit vorgegebenem Funktionswert durch Ausklammern berechnen";"Analysis";"Gleichungen lösen";"Die Stellen bestimmen, an denen eine ganzrationale Funktion einen vorgegebenen Wert annimmt (Gleichung f(x) = c, Ausklammern, Satz vom Nullprodukt).";"2019MgrundlegendAAnalysis12-a";"neu"
"Kleinste Tangentensteigung über das Minimum der Ableitung bestimmen";"Analysis";"Ableitung und Änderungsrate";"Die kleinste (oder größte) Steigung aller Tangenten an einen Graphen bestimmen, indem die Ableitung als Funktion untersucht und ihr Extremwert ermittelt wird.";"2019MgrundlegendAAnalysis12-b";"neu"
"Gleichschenkligkeit des Dreiecks aus Tangente und Koordinatenachsen allgemein begründen";"Analysis";"Tangente, Normale, Schnittwinkel";"Für alle Tangenten einer beschriebenen Familie begründen, dass das mit den Koordinatenachsen gebildete Dreieck gleichschenklig ist (Steigung ±1 nachweisen, gleiche Achsenabschnitte folgern).";"2019MgrundlegendAAnalysis2-b";"neu"
"Übergangsprozess: Übergangsgleichung mit Matrix aus dem Diagramm aufstellen und Variablen deuten";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Zu einem Übergangsdiagramm die Gleichung v_{n+1} = M · v_n mit der Übergangsmatrix aufstellen und die Bedeutung aller Variablen im Sachzusammenhang angeben.";"2019MgrundlegendAAGLAA11-a";"neu"
"Übergangsprozess: Anteil nach zwei Übergängen aus dem Diagramm berechnen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Den Anteil in einem Zustand nach zwei Schritten aus einer Startverteilung berechnen (Pfade im Übergangsdiagramm addieren oder M² anwenden).";"2019MgrundlegendAAGLAA11-b";"neu"
"Matrizenalgebra: Quadrat einer Matrix mit Parameter berechnen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Das Produkt M · M für eine Matrix mit einem Parameter in den Einträgen ausrechnen und angeben.";"2019MgrundlegendAAGLAA12-a";"neu"
"Übergangsprozess: Langfristige Entwicklung aus M³ als Vielfachem der Einheitsmatrix durch Fallunterscheidung beschreiben";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Eine Gleichung M^n = c · E im Sachzusammenhang deuten (alle Anzahlen ändern sich je n Schritte mit dem Faktor c) und die langfristige Entwicklung nach dem Parameter unterscheiden (c < 1, c = 1, c > 1).";"2019MgrundlegendAAGLAA12-b";"neu"
"Untere Schranke für den Abstand zweier Punkte mit einer unbekannten Koordinate nachweisen";"Analytische Geometrie";"Abstände";"Zeigen, dass der Abstand zweier Punkte, von denen einer eine unbekannte Koordinate hat, einen Wert nicht unterschreitet (Abstandsterm aufstellen, nichtnegatives Quadrat abschätzen).";"2019MgrundlegendAAGLAA211-b";"neu"
"Dreieck: Nichtrechtwinkligkeit in einem Eckpunkt über das Skalarprodukt nachweisen";"Analytische Geometrie";"Orthogonalität";"Zeigen, dass ein Dreieck in einem Eckpunkt keinen rechten Winkel hat, indem das Skalarprodukt der Schenkelvektoren als ungleich null nachgewiesen wird.";"2019MgrundlegendAAGLAA212-a";"neu"
"Körper: Höhe eines Prismas aus dem Mantelflächeninhalt bestimmen";"Analytische Geometrie";"Flächeninhalt und Volumen im Raum";"Die Höhe eines geraden Prismas aus dem Inhalt der Mantelfläche bestimmen (Seitenlängen der Grundfläche über Beträge, Mantel gleich Umfang mal Höhe).";"2019MgrundlegendAAGLAA212-b";"neu"
"Punkt auf einer Geraden mit vorgegebenem Abstand zum Aufpunkt bestimmen";"Analytische Geometrie";"Geraden";"Einen Punkt der Geraden bestimmen, der vom Aufpunkt einen vorgegebenen Abstand hat (Betrag des Richtungsvektors, passendes Vielfaches ansetzen).";"2019MgrundlegendAAGLAA22-a";"neu"
"Punkte mit gleichem Abstand zu drei Eckpunkten eines rechtwinkligen Dreiecks über den Thaleskreis ermitteln";"Analytische Geometrie";"Abstände";"Punkte mit gleichem Abstand zu drei gegebenen Punkten ermitteln, wenn diese ein rechtwinkliges Dreieck bilden (Mittelpunkt der Hypotenuse als Umkreismittelpunkt, weitere Punkte auf dem Lot zur Dreiecksebene).";"2019MgrundlegendAAGLAA22-b";"neu"
"Ziehen ohne Zurücklegen: Anzahl einer Sorte aus der Wahrscheinlichkeit für zwei verschiedene Sorten bestimmen";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Die unbekannte Anzahl einer Sorte in einer kleinen Gesamtheit aus der vorgegebenen Wahrscheinlichkeit bestimmen, beim zweimaligen Ziehen ohne Zurücklegen je eines von zwei Sorten zu erhalten (zwei Pfade, quadratische Gleichung).";"2019MgrundlegendAStochastik2-b";"neu"
"Fläche: Fläche zwischen Graph, x-Achse und waagerechter Gerade aus Rechteck und Integral berechnen";"Analysis";"Flächeninhalt durch Integration";"Den Inhalt einer von Graph, x-Achse und einer waagerechten Geraden begrenzten Fläche berechnen, indem sie in ein Rechteck und Flächenstücke unter dem Graphen zerlegt wird (Symmetrie, Betrag des Integrals).";"2019MerhoehtAAnalysis11-b";"neu"
"Fehlende Extrempunkte über eine positive Ableitung begründen";"Analysis";"Kurvenuntersuchung";"Begründen, dass der Graph keinen Extrempunkt hat, weil die Ableitung (etwa als e-Funktion) überall positiv ist.";"2019MerhoehtAAnalysis2-a";"neu"
"Wendepunkt über den Vorzeichenwechsel der zweiten Ableitung aus der Kettenregel am Graphen nachweisen";"Analysis";"Kurvenuntersuchung";"Für eine Funktion mit f' = e^g die zweite Ableitung mit der Kettenregel bilden und aus dem am Graphen von g ablesbaren Vorzeichenwechsel von g' einen Wendepunkt von f nachweisen.";"2019MerhoehtAAnalysis2-b";"neu"
"Übergangsprozess: Langfristige Verteilung aus dem Übergangsdiagramm beschreiben";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Aus einem Übergangsdiagramm (etwa mit absorbierendem Zustand) beschreiben, wie sich die Verteilung auf lange Sicht entwickelt, ohne zu rechnen.";"2019MerhoehtAAGLAA11-a";"neu"
"Übergangsprozess: Kleinsten Zeitpunkt für das Unterschreiten eines Anteils aus dem Matrixterm bestimmen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Aus dem Term M · v den Faktor je Schritt für einen Anteil ablesen und den kleinsten Zeitpunkt bestimmen, zu dem der Anteil eine vorgegebene Schranke unterschreitet (Potenzen vergleichen).";"2019MerhoehtAAGLAA11-b";"neu"
"Matrizenalgebra: Orthogonalität einer Matrix über das Produkt mit der Transponierten nachweisen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Mit den im Text definierten Begriffen transponierte Matrix und orthogonale Matrix nachweisen, dass eine gegebene Matrix orthogonal ist (M^T · M = E ausrechnen).";"2019MerhoehtAAGLAA12-a";"neu"
"Matrizenalgebra: Hohe Potenz einer Vertauschungsmatrix über das Quadrat gleich Einheitsmatrix bestimmen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Eine hohe Potenz einer Matrix mit M² = E auf M oder E zurückführen und eine Eigenschaft (etwa Orthogonalität) der Potenz untersuchen.";"2019MerhoehtAAGLAA12-b";"neu"
"Schnittpunkt von Gerade und Ebene berechnen";"Analytische Geometrie";"Schnittmengen";"Den Schnittpunkt einer Geraden in Parameterform mit einer Ebene in Koordinatenform berechnen (Einsetzen, Parameter bestimmen, Punkt angeben).";"2019MerhoehtAAGLAA21-a";"neu"
"Punkt und Ebene: Punkt der Ebene mit drei gleichen Koordinaten bestimmen";"Analytische Geometrie";"Lagebeziehungen";"Den Punkt einer Ebene bestimmen, dessen Koordinaten übereinstimmen (x1 = x2 = x3 = a in die Koordinatengleichung einsetzen).";"2019MerhoehtAAGLAA22-a";"neu"
"Gerade und Ebene: Existenz unendlich vieler Ebenen ohne Punkt mit drei gleichen Koordinaten begründen";"Analytische Geometrie";"Lagebeziehungen";"Begründen, dass es unendlich viele Ebenen ohne Punkt mit übereinstimmenden Koordinaten gibt: die Punktmenge als Gerade durch den Ursprung erkennen, echt parallele Ebenen angeben.";"2019MerhoehtAAGLAA22-b";"neu"
